YEAR,DOY,PRECTOTCORR,T2M,T2MDEW,RH2M,WS10M,PS
2017,228,0.0,17.89,14.48,84.54,2.33,77.49
2017,229,0.0,18.35,14.53,81.23,2.3,77.46
2017,230,9.45,18.6,15.44,84.68,2.01,77.59
2017,231,13.1,18.59,15.68,86.03,2.08,77.79
2017,232,4.94,18.01,15.99,90.59,2.3,77.76
2017,233,11.63,18.03,16.07,91.19,2.6,77.64
2017,234,1.86,18.22,15.28,86.74,1.98,77.65
2017,235,4.28,18.28,16.23,90.22,2.34,77.72
2017,236,7.15,18.12,16.01,90.11,2.25,77.64
2017,237,8.71,17.65,15.34,89.36,1.92,77.58
2017,238,1.56,17.72,14.05,83.32,1.92,77.5
2017,239,0.01,17.32,13.29,81.87,2.07,77.5
2017,240,3.91,17.66,13.42,80.42,1.95,77.64
2017,241,8.25,17.55,14.18,83.43,1.7,77.78
2017,242,3.11,18.51,14.58,80.38,1.4,77.81
2017,243,14.38,17.69,14.98,87.07,1.66,77.78
2017,244,16.29,16.18,14.9,93.73,2.61,77.62
2017,245,8.53,16.57,14.08,88.89,1.99,77.6
2017,246,1.19,16.09,14.02,90.27,2.71,77.61
2017,247,0.07,16.57,14.6,90.17,2.58,77.79
2017,248,1.66,16.69,14.69,90.17,2.49,77.75
2017,249,3.58,16.76,14.31,88.94,2.04,77.77
2017,250,5.91,16.38,12.67,82.91,1.9,77.87
2017,251,0.12,16.63,12.61,81.12,2.03,77.92
2017,252,2.96,17.48,14.5,86.36,2.08,77.8
2017,253,3.77,16.03,14.03,89.95,2.23,77.84
2017,254,0.05,16.02,12.4,82.43,1.89,78.02
2017,255,0.0,16.04,11.2,77.46,2.2,78.0
2017,256,0.15,16.26,11.96,79.69,1.92,78.0
2017,257,0.01,15.99,10.48,74.21,1.78,77.98
2017,258,0.0,16.31,9.78,69.33,1.99,77.92
2017,259,0.68,16.96,9.54,66.11,2.0,77.91
2017,260,3.08,16.82,11.79,75.07,1.58,77.88
2017,261,0.0,17.3,10.44,66.52,2.08,77.84
2017,262,0.0,16.72,9.26,64.47,2.24,77.77
2017,263,0.0,17.06,9.02,62.08,2.06,77.74
2017,264,0.0,16.81,8.73,61.76,2.18,77.72
2017,265,5.52,16.6,10.26,69.96,1.93,77.74
2017,266,31.43,14.17,10.8,83.37,1.53,77.79
2017,267,4.36,14.94,11.32,81.76,1.89,77.91
2017,268,0.02,15.23,9.74,73.62,2.05,77.79
2017,269,0.62,15.94,10.99,75.41,1.95,77.88
2017,270,0.1,15.99,11.44,77.03,1.85,77.96
2017,271,0.02,16.36,11.05,74.15,1.99,77.88
2017,272,0.0,16.21,9.35,67.48,2.18,77.88
2017,273,0.0,16.16,7.92,61.45,2.33,78.03
2017,274,0.0,15.91,8.42,63.82,2.36,77.98
2017,275,0.0,15.8,7.79,61.6,2.24,77.91
2017,276,0.0,16.03,5.91,55.16,2.27,77.97
2017,277,0.0,15.69,5.49,54.51,2.06,78.09
2017,278,0.0,15.3,5.27,55.07,2.04,78.12
2017,279,0.0,15.49,4.62,52.41,2.15,78.11
2017,280,0.0,15.74,5.39,53.58,2.08,78.05
2017,281,0.0,14.72,6.09,60.41,2.24,77.99
2017,282,0.0,14.44,7.29,64.88,2.22,78.01
2017,283,0.0,13.74,6.1,63.32,2.24,77.95
2017,284,0.16,14.47,6.86,63.22,2.13,77.97
2017,285,0.02,14.03,6.97,66.18,2.25,77.91
2017,286,0.74,13.58,6.5,66.14,2.26,77.76
2017,287,0.03,12.95,4.05,60.02,2.47,77.76
2017,288,0.0,13.04,2.4,52.77,2.3,77.8
2017,289,0.0,13.44,2.19,49.74,2.34,77.85
2017,290,0.0,14.01,1.45,45.65,2.2,77.92
2017,291,0.0,15.1,-1.15,35.62,2.04,78.02
2017,292,0.0,14.83,-0.73,37.07,1.84,78.11
2017,293,0.0,13.18,1.14,46.52,2.06,78.06
2017,294,0.0,12.76,0.56,46.93,2.27,77.85
2017,295,0.0,11.72,0.88,49.63,2.0,77.75
2017,296,0.0,10.35,-0.34,51.01,2.07,77.92
2017,297,0.0,11.22,0.46,50.37,2.35,78.07
2017,298,0.0,12.04,-1.69,41.78,2.15,78.2
2017,299,0.0,11.24,-2.43,40.53,1.98,78.3
2017,300,0.0,10.12,-1.29,47.52,2.04,78.21
2017,301,0.0,10.28,-0.41,50.11,2.09,78.16
2017,302,0.0,9.79,-0.43,51.15,1.98,78.3
2017,303,0.0,10.9,-1.05,45.98,1.99,78.31
2017,304,0.0,11.01,-0.58,47.51,1.84,78.16
2017,305,0.0,10.79,0.16,50.3,1.88,78.23
2017,306,0.0,11.17,0.75,51.1,1.74,78.15
2017,307,0.0,11.14,0.58,51.32,1.77,78.16
2017,308,0.0,11.72,0.87,50.49,1.85,78.39
2017,309,0.0,11.96,1.04,49.93,2.0,78.36
2017,310,0.0,11.87,-0.14,46.52,1.73,78.24
2017,311,0.0,11.07,-0.51,47.42,1.79,78.19
2017,312,0.0,10.3,-0.75,48.69,1.83,78.19
2017,313,0.0,9.51,-1.38,48.79,2.09,78.09
2017,314,0.0,10.14,-0.6,49.49,1.88,78.18
2017,315,0.0,10.68,-0.96,46.85,1.75,78.23
2017,316,0.0,9.88,-3.3,41.83,1.83,78.01
2017,317,0.0,10.31,-3.15,40.5,1.53,77.88
2017,318,0.0,8.13,-1.12,54.34,1.96,77.86
2017,319,0.22,6.34,-0.82,62.7,2.0,77.94
2017,320,0.2,5.99,-1.04,63.18,1.73,78.05
2017,321,0.16,6.58,-2.7,53.39,1.77,78.03
2017,322,2.33,5.78,-0.38,66.46,1.62,78.06
2017,323,4.25,5.17,-1.28,65.17,1.73,78.07
2017,324,0.06,5.24,-2.66,59.11,1.87,78.1
2017,325,0.0,4.91,-5.96,48.39,2.36,77.96
2017,326,0.0,5.37,-8.63,37.45,2.13,77.91
2017,327,0.0,6.28,-9.7,31.54,1.93,77.87
2017,328,0.0,7.47,-8.64,32.15,2.17,78.05
2017,329,0.0,9.05,-5.97,35.48,1.73,78.11
2017,330,0.0,7.87,-4.87,41.64,1.76,78.2
2017,331,0.0,7.18,-6.03,40.69,1.91,77.96
2017,332,0.0,6.69,-6.61,40.59,1.99,77.9
2017,333,0.0,6.53,-4.78,45.96,2.03,78.12
2017,334,0.0,5.99,-7.52,39.73,2.28,78.08
2017,335,0.0,6.26,-8.75,34.93,2.02,78.06
2017,336,0.0,7.21,-7.86,34.77,1.68,78.13
2017,337,0.0,6.39,-8.0,36.23,1.87,78.08
2017,338,0.0,6.36,-9.15,33.82,1.61,77.94
2017,339,0.0,5.9,-6.48,42.01,1.95,77.99
2017,340,0.28,6.79,-1.5,56.94,2.14,77.97
2017,341,0.07,7.54,-1.29,55.81,2.11,78.05
2017,342,0.0,8.61,-9.77,28.43,2.28,78.08
2017,343,0.0,10.35,-8.82,26.43,1.53,78.07
2017,344,0.0,9.4,-5.28,36.31,1.38,78.07
2017,345,11.85,6.56,-0.93,63.41,2.14,77.85
2017,346,16.34,0.34,-1.39,91.04,1.81,77.77
2017,347,4.57,0.17,-1.81,90.78,2.03,77.94
2017,348,0.27,0.47,-5.67,67.55,2.07,78.12
2017,349,0.0,1.32,-9.55,46.97,2.08,78.23
2017,350,0.0,1.23,-10.84,42.22,2.32,78.32
2017,351,0.0,0.99,-11.62,42.53,2.96,78.48
2017,352,0.0,3.81,-9.64,40.52,3.34,78.53
2017,353,0.0,5.08,-7.93,41.44,2.82,78.55
2017,354,0.0,6.44,-2.83,53.85,2.29,78.58
2017,355,0.0,5.82,-3.12,55.14,1.73,78.5
2017,356,0.0,2.8,-9.34,44.55,2.6,78.26
2017,357,0.0,5.47,-10.81,31.99,1.89,78.0
2017,358,0.0,5.41,-6.77,41.96,1.45,77.97
2017,359,0.0,4.37,-8.22,41.47,2.27,78.13
2017,360,0.0,7.26,-7.15,36.26,2.15,78.17
2017,361,0.0,8.02,-4.71,41.28,1.36,78.13
2017,362,0.0,5.38,-6.82,42.24,1.92,78.12
2017,363,0.0,4.8,-8.41,38.82,2.3,78.16
2017,364,0.0,3.72,-7.89,44.16,2.42,78.08
2017,365,0.0,3.56,-5.79,52.18,1.94,77.9
2018,1,0.08,2.73,-5.77,55.07,1.85,77.66
2018,2,0.0,1.33,-9.07,49.5,2.34,77.69
2018,3,0.0,2.36,-11.38,36.23,2.14,77.76
2018,4,0.0,2.32,-10.27,40.1,2.01,77.73
2018,5,0.0,0.85,-7.21,56.86,2.05,77.69
2018,6,0.0,0.0,-11.05,45.2,2.43,77.6
2018,7,0.0,1.54,-12.29,37.13,2.42,77.71
2018,8,0.0,2.46,-13.36,30.98,2.23,77.88
2018,9,0.0,4.45,-13.37,26.47,1.9,78.16
2018,10,0.0,6.04,-14.0,22.92,2.08,78.2
2018,11,0.0,7.77,-10.37,26.96,1.18,78.05
2018,12,0.0,6.61,-10.59,28.51,1.18,77.94
2018,13,0.0,4.8,-11.7,29.77,2.13,77.92
2018,14,0.0,5.78,-11.14,29.29,1.93,77.99
2018,15,0.0,4.83,-13.17,27.05,2.6,77.99
2018,16,0.0,5.9,-15.54,19.76,2.35,77.84
2018,17,0.0,4.39,-13.46,26.64,2.08,77.89
2018,18,0.0,5.71,-10.52,30.59,1.98,78.05
2018,19,0.0,6.54,-12.3,24.97,2.22,78.06
2018,20,0.0,6.76,-13.43,22.64,2.46,77.95
2018,21,0.0,7.98,-13.13,20.99,2.19,77.89
2018,22,0.0,7.67,-12.97,22.22,1.43,77.71
2018,23,9.81,2.12,-6.98,56.02,1.39,77.4
2018,24,0.57,1.78,-3.45,71.9,1.71,77.53
2018,25,0.0,1.89,-8.39,47.99,1.93,77.49
2018,26,0.0,0.92,-8.64,50.78,2.19,77.57
2018,27,0.0,0.87,-10.33,44.79,2.42,77.62
2018,28,0.0,3.08,-11.06,35.49,2.04,77.79
2018,29,0.0,5.4,-6.79,41.45,1.81,78.02
2018,30,0.0,6.21,-3.51,51.44,2.27,78.13
2018,31,0.0,7.17,-5.7,42.38,1.66,77.96
2018,32,0.0,6.17,-3.46,52.39,1.65,78.0
2018,33,0.0,4.66,-6.51,47.31,2.47,77.77
2018,34,0.0,3.44,-5.83,52.97,2.43,77.89
2018,35,0.0,3.27,-13.14,31.9,2.61,77.95
2018,36,0.0,5.22,-11.57,28.99,1.92,78.11
2018,37,0.0,3.75,-12.72,30.88,2.34,78.09
2018,38,0.0,3.15,-14.59,25.09,1.49,77.79
2018,39,0.0,3.17,-13.26,28.28,1.92,77.67
2018,40,0.0,3.18,-11.87,31.73,2.11,77.68
2018,41,0.0,4.16,-12.0,29.54,1.94,77.94
2018,42,3.69,3.57,-7.87,46.45,2.26,78.03
2018,43,23.28,1.11,-1.77,83.74,2.48,77.99
2018,44,3.33,0.78,-4.08,76.33,1.93,78.34
2018,45,0.0,2.05,-8.94,47.48,2.44,78.37
2018,46,0.0,6.3,-2.07,56.73,1.77,78.33
2018,47,0.0,6.1,-0.95,63.34,2.3,78.24
2018,48,0.0,5.93,-3.2,53.95,2.52,77.83
2018,49,0.0,3.55,-9.08,43.62,2.86,77.77
2018,50,0.0,5.94,-7.97,38.3,2.4,77.96
2018,51,0.02,8.22,-5.97,37.9,2.41,77.96
2018,52,2.33,8.06,-1.63,52.59,2.49,77.87
2018,53,0.05,7.2,-1.82,55.53,1.99,77.81
2018,54,0.14,8.24,-2.8,49.21,1.95,77.87
2018,55,21.05,6.01,1.32,75.01,2.17,78.07
2018,56,2.25,5.22,-0.69,68.57,2.08,78.22
2018,57,0.0,7.94,-4.35,44.72,2.54,78.04
2018,58,0.0,10.13,0.94,55.88,2.03,78.04
2018,59,0.0,8.66,0.89,60.46,1.79,78.06
2018,60,0.03,9.01,-0.4,54.26,1.77,77.93
2018,61,0.89,9.09,1.47,61.6,2.65,77.85
2018,62,15.37,6.84,0.99,70.24,1.89,77.68
2018,63,7.81,5.21,-0.1,72.98,1.73,77.66
2018,64,0.27,5.15,-1.02,68.78,1.87,77.91
2018,65,0.0,5.1,-5.15,52.85,2.91,77.96
2018,66,0.0,7.78,-5.17,42.09,2.48,77.95
2018,67,0.0,8.29,-4.07,43.68,2.43,78.13
2018,68,0.0,7.62,-2.84,50.09,2.57,78.16
2018,69,0.0,8.03,-2.35,51.43,2.69,78.03
2018,70,0.0,9.05,-1.61,50.92,2.85,77.95
2018,71,0.0,10.27,0.45,54.49,2.78,78.03
2018,72,0.0,11.26,-0.1,48.05,2.49,78.02
2018,73,0.0,10.65,-1.38,45.61,3.05,77.85
2018,74,3.96,8.15,-0.7,56.09,3.18,77.8
2018,75,0.05,7.37,-3.83,47.05,2.27,77.76
2018,76,0.0,7.65,-4.51,44.6,2.68,77.76
2018,77,0.0,9.19,-5.74,37.51,2.7,78.0
2018,78,0.0,11.09,-3.43,38.36,2.57,78.22
2018,79,0.05,11.04,-2.07,42.88,2.49,78.03
2018,80,13.42,7.93,1.75,68.28,2.06,77.77
2018,81,2.46,7.56,0.84,64.87,2.1,77.75
2018,82,0.01,9.27,0.12,55.63,2.21,77.82
2018,83,0.0,10.31,0.4,53.58,2.46,78.14
2018,84,0.0,11.1,-2.02,43.85,2.57,78.25
2018,85,0.0,12.53,-5.33,31.92,2.92,78.21
2018,86,0.0,13.63,-3.33,32.92,2.66,78.01
2018,87,0.0,13.32,-2.37,36.16,2.47,78.0
2018,88,0.0,11.81,-2.75,38.19,3.45,77.78
2018,89,0.0,13.54,-6.1,28.36,2.29,77.64
2018,90,0.0,13.09,-6.43,28.24,3.15,77.93
2018,91,0.0,13.48,-4.24,31.15,2.65,78.03
2018,92,0.0,13.82,-1.16,38.0,2.67,78.07
2018,93,3.19,13.52,2.66,50.35,2.66,78.03
2018,94,0.03,13.41,3.54,54.71,2.6,77.88
2018,95,1.05,13.78,4.35,56.34,2.42,77.77
2018,96,2.41,13.19,4.42,58.9,3.08,77.88
2018,97,2.19,12.93,4.04,57.43,2.2,78.0
2018,98,5.76,12.57,5.5,65.22,2.45,78.04
2018,99,0.69,12.66,5.8,66.12,2.7,78.06
2018,100,9.98,11.5,5.42,70.04,1.97,77.94
2018,101,5.87,10.43,4.55,70.69,1.45,77.91
2018,102,3.49,10.09,2.71,62.67,2.08,77.81
2018,103,0.0,11.31,0.4,51.13,2.73,77.88
2018,104,0.0,12.91,-0.12,43.81,2.48,77.87
2018,105,0.0,14.42,2.08,46.31,2.65,77.9
2018,106,1.44,12.71,4.36,59.74,2.33,78.08
2018,107,2.22,13.24,3.0,53.21,3.03,78.12
2018,108,0.0,14.47,2.35,46.76,2.62,77.99
2018,109,8.79,13.89,3.05,50.61,2.91,77.74
2018,110,6.5,11.6,4.22,64.98,5.29,77.52
2018,111,0.01,10.57,1.51,59.65,2.44,77.79
2018,112,0.0,12.49,-0.46,44.94,2.68,77.85
2018,113,0.0,14.3,1.14,44.14,2.66,77.89
2018,114,0.0,15.94,0.89,39.79,2.92,77.89
2018,115,0.0,16.52,1.78,40.18,2.74,77.78
2018,116,0.0,17.36,2.72,40.69,2.55,77.77
2018,117,0.41,17.12,3.69,43.41,2.87,77.96
2018,118,1.94,17.02,4.15,45.61,2.49,77.96
2018,119,0.07,17.11,3.16,43.43,2.95,77.72
2018,120,0.0,18.48,2.61,37.47,2.69,77.6
2018,121,0.16,18.72,2.12,35.58,2.89,77.84
2018,122,9.7,16.95,3.97,46.26,3.3,77.91
2018,123,1.12,15.43,3.27,48.67,2.49,77.95
2018,124,0.88,15.19,5.31,55.3,2.83,77.93
2018,125,0.21,15.7,5.01,52.47,2.9,77.91
2018,126,1.1,13.5,4.47,57.34,3.12,77.99
2018,127,4.47,14.6,4.91,54.4,2.22,77.83
2018,128,21.17,10.2,5.99,77.49,1.62,77.64
2018,129,0.1,11.71,3.65,60.71,2.39,77.83
2018,130,0.0,15.86,3.33,47.0,2.93,77.97
2018,131,0.0,18.74,3.43,39.79,3.05,77.92
2018,132,1.51,19.07,7.18,49.57,3.01,77.97
2018,133,3.95,16.61,7.03,56.85,3.25,77.89
2018,134,0.03,15.19,5.72,57.63,3.17,77.84
2018,135,0.0,16.43,6.41,55.18,3.14,77.81
2018,136,0.0,17.27,6.24,51.75,2.76,77.75
2018,137,0.0,17.81,4.6,45.27,2.75,77.78
2018,138,0.0,17.17,6.62,52.38,2.77,77.74
2018,139,0.0,17.29,4.93,48.55,2.72,77.76
2018,140,0.02,16.73,-1.2,34.96,2.56,77.9
2018,141,0.0,17.95,-1.94,28.89,2.47,77.95
2018,142,0.0,19.09,-1.38,28.48,2.67,77.95
2018,143,0.0,18.84,-2.6,26.25,2.55,77.88
2018,144,0.0,19.11,-3.53,22.61,2.48,77.74
2018,145,0.0,19.4,-2.32,24.48,2.77,77.75
2018,146,0.0,19.45,-1.98,25.35,2.97,77.68
2018,147,0.0,18.39,-0.05,31.32,2.67,77.7
2018,148,0.0,19.83,1.25,30.95,3.02,77.49
2018,149,0.0,19.85,0.52,29.47,2.92,77.47
2018,150,0.0,19.82,2.13,32.64,3.38,77.57
2018,151,0.73,20.94,3.58,33.83,3.32,77.72
2018,152,2.98,20.54,3.9,36.25,2.96,77.81
2018,153,0.12,19.81,5.56,42.12,3.39,77.76
2018,154,0.0,21.64,3.93,34.81,2.8,77.6
2018,155,0.0,21.95,7.24,41.45,2.79,77.66
2018,156,8.86,21.15,12.58,61.71,2.73,77.84
2018,157,1.6,20.26,12.84,67.35,2.68,77.87
2018,158,0.08,21.45,11.37,58.13,2.84,77.57
2018,159,11.34,21.13,14.17,68.02,2.81,77.36
2018,160,6.3,20.0,14.12,73.67,2.68,77.26
2018,161,1.75,19.76,13.38,70.22,2.47,77.24
2018,162,2.66,20.19,11.29,61.78,3.23,77.14
2018,163,0.65,20.99,8.75,49.37,3.0,77.0
2018,164,1.06,21.67,6.8,42.54,3.27,77.04
2018,165,3.32,22.17,8.52,44.44,3.37,77.11
2018,166,6.38,21.09,12.12,60.19,3.12,77.28
2018,167,8.37,18.97,12.66,71.25,2.56,77.44
2018,168,2.4,17.38,10.46,68.49,2.77,77.44
2018,169,0.03,17.82,10.59,67.74,2.63,77.46
2018,170,0.52,18.61,9.92,60.11,2.67,77.47
2018,171,0.51,19.59,9.81,56.64,2.54,77.62
2018,172,0.0,20.12,10.2,56.19,2.99,77.65
2018,173,0.01,20.88,9.21,51.26,3.09,77.61
2018,174,0.0,21.23,9.37,50.84,3.04,77.58
2018,175,0.0,20.87,8.44,50.59,3.06,77.5
2018,176,0.02,21.72,9.29,49.49,3.02,77.33
2018,177,2.94,21.16,11.76,59.35,2.31,77.29
2018,178,20.54,17.96,12.77,75.45,1.81,77.47
2018,179,29.64,17.5,14.24,83.74,1.48,77.6
2018,180,6.2,19.21,15.92,83.97,2.51,77.58
2018,181,0.25,20.09,15.37,76.92,2.88,77.57
2018,182,3.75,20.49,16.01,78.34,3.01,77.41
2018,183,19.52,19.89,16.45,83.72,4.0,77.21
2018,184,11.48,17.67,14.4,84.99,2.21,77.2
2018,185,7.86,16.52,11.33,76.03,2.1,77.25
2018,186,0.14,18.14,11.2,69.22,2.12,77.43
2018,187,0.0,19.6,12.12,65.67,2.62,77.43
2018,188,0.0,20.73,13.26,65.33,2.53,77.42
2018,189,2.03,21.5,13.91,65.18,2.55,77.41
2018,190,5.93,21.15,16.02,75.08,2.49,77.42
2018,191,9.69,20.48,16.8,82.23,2.42,77.42
2018,192,6.59,19.54,16.74,86.28,2.92,77.31
2018,193,7.4,19.03,16.07,86.11,2.19,77.25
2018,194,9.53,19.29,16.55,86.81,2.87,77.29
2018,195,10.68,18.9,17.09,90.63,2.75,77.27
2018,196,12.52,18.64,17.12,92.1,2.6,77.33
2018,197,23.24,18.13,16.49,92.28,2.34,77.37
2018,198,17.29,17.93,16.55,92.83,3.33,77.38
2018,199,5.98,18.87,16.38,87.67,2.98,77.45
2018,200,10.38,18.86,16.95,90.01,3.16,77.43
2018,201,6.99,19.28,16.9,87.88,2.79,77.38
2018,202,12.47,19.58,16.83,86.56,2.73,77.33
2018,203,9.3,18.22,17.22,95.13,3.06,77.37
2018,204,11.1,18.47,16.93,92.33,2.82,77.37
2018,205,6.32,18.66,16.86,90.93,2.97,77.42
2018,206,17.99,19.19,17.33,90.48,3.32,77.31
2018,207,28.89,18.53,17.27,93.49,3.24,77.31
2018,208,32.61,18.09,16.21,91.12,2.47,77.32
2018,209,16.72,18.1,15.96,90.19,2.46,77.29
2018,210,1.33,18.1,15.66,88.75,2.3,77.34
2018,211,2.8,18.18,15.21,86.25,2.27,77.31
2018,212,7.58,18.29,15.67,87.81,2.81,77.26
2018,213,0.97,17.53,14.83,86.75,3.08,77.29
2018,214,2.14,18.2,15.63,87.67,2.86,77.39
2018,215,3.39,18.44,15.8,86.82,2.76,77.44
2018,216,12.69,18.98,16.99,90.01,2.5,77.4
2018,217,18.02,18.72,17.23,92.7,3.32,77.37
2018,218,16.19,17.39,16.38,94.82,2.82,77.32
2018,219,22.75,16.36,14.57,92.03,1.85,77.42
2018,220,18.85,17.41,15.39,90.08,2.7,77.58
2018,221,5.45,18.54,15.64,85.3,2.47,77.75
2018,222,3.15,18.65,17.12,92.39,3.01,77.59
2018,223,1.89,18.84,17.22,91.99,2.88,77.28
2018,224,40.15,17.84,16.85,95.47,3.15,77.09
2018,225,53.72,14.75,13.63,95.16,1.99,77.26
2018,226,7.35,17.84,15.79,90.46,2.22,77.36
2018,227,0.72,17.99,16.0,90.86,2.63,77.52
2018,228,0.16,18.3,15.46,86.05,2.24,77.7
2018,229,10.07,18.26,16.67,92.59,2.71,77.51
2018,230,13.63,18.07,16.63,93.29,2.48,77.46
2018,231,2.83,18.9,17.15,91.48,2.44,77.39
2018,232,4.76,18.79,17.24,92.51,2.75,77.52
2018,233,25.74,18.27,17.24,94.88,2.53,77.53
2018,234,38.53,18.43,17.63,95.85,3.84,77.42
2018,235,18.56,18.98,17.66,93.44,3.41,77.41
2018,236,13.85,18.5,16.59,91.03,2.59,77.45
2018,237,4.79,17.94,15.25,87.82,2.26,77.4
2018,238,0.64,17.55,14.15,84.91,1.93,77.4
2018,239,2.26,17.99,13.17,78.93,2.07,77.57
2018,240,0.9,18.62,12.89,74.47,2.13,77.62
2018,241,1.03,18.43,16.38,90.26,2.19,77.67
2018,242,7.74,18.05,16.4,92.06,2.46,77.52
2018,243,5.73,18.21,15.27,86.49,1.94,77.56
2018,244,5.03,17.99,14.42,82.91,1.85,77.69
2018,245,12.07,17.19,15.56,92.0,1.98,77.62
2018,246,9.3,16.38,14.43,90.7,1.54,77.66
2018,247,4.79,17.18,15.09,89.77,2.14,77.68
2018,248,6.12,16.98,15.06,90.63,2.38,77.65
2018,249,4.93,17.77,14.36,83.17,1.8,77.7
2018,250,14.64,17.67,14.05,82.7,1.91,77.86
2018,251,8.75,17.34,13.58,81.8,1.67,77.89
2018,252,8.44,17.53,14.46,85.57,1.85,77.93
2018,253,7.91,17.57,14.8,86.85,1.97,77.98
2018,254,5.42,16.93,14.49,88.51,2.25,77.9
2018,255,6.72,15.86,14.63,94.5,2.5,77.66
2018,256,20.91,15.57,13.46,90.56,2.1,77.65
2018,257,4.14,14.67,11.02,82.82,1.95,77.84
2018,258,0.0,14.7,8.64,71.61,2.02,77.96
2018,259,0.0,14.24,6.83,65.51,1.98,77.83
2018,260,0.0,14.23,7.31,67.86,1.99,77.76
2018,261,0.01,15.12,8.24,67.53,1.91,77.79
2018,262,0.01,15.9,10.19,72.2,1.95,77.83
2018,263,0.01,16.3,9.8,68.78,2.17,77.92
2018,264,4.27,15.86,11.44,78.51,1.87,78.1
2018,265,48.37,13.73,9.17,77.6,1.42,78.13
2018,266,60.65,11.1,8.82,88.9,2.56,78.09
2018,267,64.61,12.15,9.16,85.08,1.66,77.91
2018,268,4.99,13.65,10.16,83.11,1.69,77.84
2018,269,0.0,14.42,9.04,75.7,1.93,77.9
2018,270,0.0,14.65,9.56,76.95,2.03,77.98
2018,271,5.81,14.33,9.25,75.48,2.09,78.06
2018,272,3.62,13.76,8.91,76.01,1.9,78.11
2018,273,0.38,13.77,8.75,75.91,1.98,78.02
2018,274,0.02,13.89,7.95,71.08,1.92,78.03
2018,275,0.0,13.65,8.81,75.57,1.84,78.07
2018,276,0.0,12.73,7.94,76.87,2.27,78.03
2018,277,0.0,11.85,6.05,71.84,2.08,78.12
2018,278,0.0,11.78,4.79,66.38,2.11,78.19
2018,279,0.0,11.92,5.09,66.46,1.81,78.11
2018,280,0.0,11.56,5.37,69.14,2.05,78.04
2018,281,0.01,12.2,5.7,68.09,2.15,77.94
2018,282,0.0,12.27,5.21,66.28,1.88,77.97
2018,283,2.22,12.0,4.59,64.93,1.82,78.0
2018,284,7.06,10.73,5.5,75.46,1.8,78.05
2018,285,0.36,9.98,3.17,68.01,2.05,78.15
2018,286,0.0,9.99,3.06,67.18,1.98,78.1
2018,287,0.0,10.39,2.77,63.03,1.91,78.06
2018,288,0.0,10.23,2.07,61.1,2.13,78.14
2018,289,0.0,10.61,1.19,56.23,2.17,78.15
2018,290,0.0,10.62,4.26,67.54,1.7,78.04
2018,291,0.0,9.95,1.57,60.3,1.9,78.02
2018,292,0.0,9.27,2.83,68.42,2.23,78.09
2018,293,0.0,9.2,1.52,62.41,2.17,78.22
2018,294,0.0,9.31,1.52,61.15,1.97,78.25
2018,295,0.0,9.14,2.51,65.78,1.9,78.1
2018,296,0.0,8.29,1.97,67.05,1.86,78.09
2018,297,0.0,8.71,1.79,64.61,1.86,78.11
2018,298,0.0,8.77,1.54,63.16,1.89,78.22
2018,299,0.0,9.12,1.46,61.2,1.98,78.37
2018,300,0.0,9.79,2.48,63.15,1.82,78.39
2018,301,0.0,11.1,1.46,55.14,1.82,78.38
2018,302,0.0,12.32,3.38,58.33,1.82,78.36
2018,303,0.0,12.21,4.06,60.64,1.68,78.35
2018,304,0.0,11.42,4.0,63.01,1.64,78.38
2018,305,0.04,10.94,3.1,61.53,1.42,78.31
2018,306,9.73,8.94,4.73,78.11,2.58,78.14
2018,307,18.17,5.69,3.82,91.34,1.39,78.05
2018,308,0.54,4.68,1.94,87.68,2.24,78.07
2018,309,0.0,4.0,-2.43,69.62,2.47,78.03
2018,310,0.0,5.04,-5.14,53.45,2.88,78.07
2018,311,0.0,8.14,-4.21,43.38,2.28,78.1
2018,312,0.0,8.76,-2.02,48.24,1.92,78.17
2018,313,0.0,9.25,-0.5,52.13,1.81,78.05
2018,314,0.0,8.54,0.12,57.3,1.85,78.1
2018,315,0.0,8.55,0.2,57.34,1.41,78.19
2018,316,0.96,8.08,2.17,68.55,1.91,78.04
2018,317,3.92,7.16,2.88,77.14,1.56,77.82
2018,318,22.43,5.25,1.19,77.85,1.7,77.85
2018,319,0.31,2.7,-3.65,68.1,2.03,78.09
2018,320,0.0,4.49,-4.93,53.58,2.1,77.95
2018,321,0.0,3.85,-5.59,56.83,2.58,77.83
2018,322,0.0,6.63,-3.63,49.77,1.64,77.99
2018,323,0.0,6.7,0.57,67.46,1.79,78.26
2018,324,0.0,5.67,-2.67,59.39,2.4,78.26
2018,325,0.0,7.5,-4.53,45.05,2.0,78.22
2018,326,0.0,7.79,-4.07,45.51,1.68,78.25
2018,327,0.0,6.98,-4.51,46.27,2.17,78.4
2018,328,0.0,9.78,-3.75,40.34,2.06,78.28
2018,329,0.0,10.35,-2.16,43.13,1.91,78.29
2018,330,0.0,9.42,-2.6,45.42,2.32,78.26
2018,331,0.0,10.2,-3.74,38.79,1.31,78.37
2018,332,0.0,10.0,-2.41,44.47,1.35,78.42
2018,333,0.0,7.98,-2.82,48.1,1.49,78.4
2018,334,0.0,6.61,-4.29,48.44,2.18,78.29
2018,335,0.0,7.14,-5.26,43.3,2.03,78.06
2018,336,0.0,6.29,-2.61,54.4,1.69,77.97
2018,337,0.0,5.97,-4.62,48.16,1.93,78.03
